Joint Number,Joint Length [ft],WT [in],"Distance to U/S GW 
[ft]","Distance to D/S GW 
[ft]","ILI Wheel Count 
[ft.]",Event Description,ID/OD,"Metal Loss Depth 
[%]","Metal Loss Depth 
[in]","Metal Loss Depth + Tolerance
[%]",Dimension Classification,"Metal Loss Depth Tolerance [%] 
(includes seamless and HAZ and modified specs)","Dent Depth
 [%]","Dent Depth
 [in]","Is any part of the dent affecting the top of the pipe? 
[Y/N]",Length [in],Width [in],"O'clock
[hh:mm]",Comments,Anomalies per Joint,"Was anomaly sizing reviewed by analyst? 
[Y/N]","Was anomaly sizing/dimensions manually changed? 
[Y/N]","Magnetization Level 
[kA/m] for MFL survey 
or 
Actual WT [in] for UT Survey",Elevation [ft],"Seam Position
[hh:mm]","Distance To Seam Weld 
[in]",Tool,Evaluation Pressure [PSI],SMYS [PSI],Pipe Type,"Pipe Diameter (O.D.) 
[in.]",Pdesign [PSI],"Mod B31G Psafe 
[PSI]",Mod B31G Pburst [PSI],"Mod B31G Psafe Pressure with Tolerance
[PSI]","Mod B31G Pburst Pressure with Tolerance
[PSI]",Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,Length Tolerance [in],Width Tolerance [in],clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification,distance_m_aligned_to_2015
5360,40.292,0.344,38.999,1.296,19213.648,Seam Weld Manufacturing Anomaly,,,,,,,,,,8.6,,11:39:00,SWA,2,N,N,5.97,567.81,11:20,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,330.0,11.886895200000001,ft,218.43999999999997,in,,in,,330.0,,True,False,False,4498.485611527127
5370,40.079,0.344,,,19214.944,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,567.663,10:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5380,39.613,0.344,,,19255.02,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,563.394,11:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5390,40.089,0.344,,,19294.636,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,558.764,11:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5400,40.381,0.344,,,19334.721,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,552.928,01:20,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5410,40.046,0.344,,,19375.102,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,545.712,12:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5420,40.217,0.344,,,19415.144,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,538.339,11:08,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5430,40.049,0.344,,,19455.361,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,531.165,10:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5440,40.148,0.344,,,19495.41,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,523.932,11:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5450,40.049,0.344,,,19535.558,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,516.475,02:48,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5460,40.341,0.344,,,19575.607,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,508.546,12:48,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5470,40.013,0.344,,,19615.948,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,500.0,12:28,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5480,40.282,0.344,,,19655.961,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,490.956,11:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5490,39.961,0.344,,,19696.24,Girth Weld,,,,,,,,,,,,,GIRTH WELD,2,,,5.97,481.571,11:16,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5490,39.961,0.344,7.549,32.415,19703.789,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,23.5,5.6,11:26:00,EXT ML ( ON SW ),2,N,N,5.97,479.797,11:16,0.0,CMFL,1025,65000,E.R. WELD,24,1341.6,1361.4,1890.9,1186.2,1647.4,1401.8,1946.9,0.753,1.014,1.0,1.2,330.0,2.3009352,ft,596.9,in,142.23999999999998,in,17.0,330.0,gene,True,True,True,524.6509664697883
5490,39.961,0.344,15.282,24.678,19711.526,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,6.6,2.6,11:25:00,EXT ML ( ON SW ),2,N,N,5.97,477.975,11:16,1.047,CMFL,1025,65000,E.R. WELD,24,1341.6,1455.4,2021.4,1334.7,1853.8,1438.0,1997.2,0.704,1.085,1.0,1.2,330.0,4.6579536,ft,167.64,in,66.03999999999999,in,13.0,330.0,gene,True,True,True,1501.7467791956515
5500,40.213,0.344,,,19736.204,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,472.159,12:48,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5510,39.997,0.344,,,19776.417,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,462.829,07:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5520,40.207,0.344,,,19816.414,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,453.623,07:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5530,40.003,0.344,,,19856.621,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,445.472,02:44,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5540,40.276,0.344,,,19896.624,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,437.526,01:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5550,40.026,0.344,,,19936.9,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,430.069,10:20,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5560,40.138,0.344,,,19976.929,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,423.713,11:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5570,39.961,0.344,,,20017.064,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,417.618,01:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5580,40.236,0.344,,,20057.024,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,411.512,02:44,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5590,39.925,0.344,,,20097.26,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,404.461,11:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5600,40.236,0.344,,,20137.185,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,396.643,09:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5600,40.236,0.344,39.377,0.86,20176.562,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,8.4,3.1,03:07:00,EXT ML,1,N,N,5.97,388.936,09:40,34.348,CMFL,1025,65000,E.R. WELD,24,1341.6,1447.5,2010.4,1314.9,1826.3,1428.9,1984.5,0.708,1.081,1.0,1.2,90.0,12.0021096,ft,213.35999999999999,in,78.74,in,12.0,90.0,gene,True,True,True,4546.247439693476
5610,40.177,0.344,,,20177.421,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,388.769,12:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5620,40.302,0.344,,,20217.598,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,379.922,09:28,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5620,40.302,0.344,,,20229.318,Field Bend,,,,,,,,,,,,,BEND-COLD LEFT,0,,,5.97,376.631,09:28,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5630,40.013,0.344,,,20257.9,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,368.151,12:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5640,40.157,0.344,,,20297.913,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,355.265,01:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5650,39.977,0.344,,,20338.074,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,342.034,11:16,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5660,40.226,0.344,,,20378.051,Girth Weld,,,,,,,,,,,,,GIRTH WELD,3,,,5.97,329.086,11:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5660,40.226,0.344,39.052,1.175,20417.103,Metal Loss,External,14.0,0.048,29.0,PITT,20.0,,,,1.1,0.7,05:24:00,EXT ML,3,N,N,5.97,316.867,11:52,34.767,CMFL,1025,65000,E.R. WELD,24,1341.6,1538.8,2137.2,1526.4,2120.1,1536.9,2134.6,0.666,1.147,0.6,1.2,150.0,11.903049600000001,ft,27.94,in,17.779999999999998,in,14.0,150.0,corrosion,True,True,True,4505.182375793837
5660,40.226,0.344,39.055,1.171,20417.106,Metal Loss,External,28.0,0.096,43.0,GENE,20.0,,,,3.3,1.9,05:58:00,EXT ML,3,N,N,5.97,316.866,11:52,37.28,CMFL,1025,65000,E.R. WELD,24,1341.6,1432.6,1989.7,1346.5,1870.1,1418.5,1970.1,0.716,1.067,1.0,1.2,150.0,11.903964,ft,83.82,in,48.26,in,28.0,150.0,gene,True,True,True,4505.5614379221415
5660,40.226,0.344,39.436,0.791,20417.487,Metal Loss,External,32.0,0.11,47.0,GENE,20.0,,,,1.8,1.5,06:47:00,EXT ML,3,N,N,5.97,316.747,11:52,31.835,CMFL,1025,65000,E.R. WELD,24,1341.6,1491.2,2071.2,1450.3,2014.3,1477.2,2051.6,0.687,1.112,1.0,1.2,180.0,12.0200928,ft,45.72,in,38.099999999999994,in,32.0,180.0,gene,True,True,True,4553.702328216795
5670,40.187,0.344,,,20418.278,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,316.5,11:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5680,38.871,0.344,,,20458.465,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,303.986,12:20,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5680,38.871,0.344,37.654,1.217,20496.119,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,4.9,2.9,05:15:00,EXT ML,1,N,N,5.97,291.371,12:20,30.997,CMFL,1025,65000,E.R. WELD,24,1341.6,1427.2,1982.3,1322.0,1836.1,1419.4,1971.4,0.718,1.066,1.0,1.2,150.0,11.476939200000002,ft,124.46000000000001,in,73.66,in,20.0,150.0,gene,True,True,True,4328.539424004008
5690,39.98,0.344,,,20497.336,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,290.961,12:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5700,40.194,0.344,,,20537.316,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,277.255,01:12,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5700,40.194,0.344,39.131,1.063,20576.447,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,5.1,3.1,05:39:00,EXT ML,1,N,N,5.97,263.721,01:12,27.855,CMFL,1025,65000,E.R. WELD,24,1341.6,1438.9,1998.5,1330.9,1848.4,1420.2,1972.5,0.712,1.073,1.0,1.2,150.0,11.9271288,ft,129.54,in,78.74,in,18.0,150.0,gene,True,True,True,4515.164345172519
5710,40.023,0.344,,,20577.51,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,263.354,10:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5720,40.226,0.344,,,20617.533,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,248.63,11:32,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5730,39.974,0.344,,,20657.756,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,233.619,12:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5740,40.2,0.344,,,20697.73,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,218.58,10:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5740,40.2,0.344,19.121,21.076,20716.854,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,3.9,2.0,06:03:00,EXT ML,1,N,N,5.97,211.469,10:40,27.437,CMFL,1025,65000,E.R. WELD,24,1341.6,1473.8,2046.9,1390.4,1931.0,1460.3,2028.2,0.696,1.099,1.0,1.2,180.0,5.8280807999999995,ft,99.05999999999999,in,50.8,in,16.0,180.0,gene,True,True,True,1986.8199493824595
5750,40.016,0.344,,,20737.93,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,203.644,07:20,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5760,40.236,0.344,,,20777.943,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,189.103,08:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5770,40.026,0.344,,,20818.179,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,175.754,01:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5780,40.272,0.344,,,20858.205,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,163.839,03:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5790,11.722,0.344,,,20898.478,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,157.228,11:16,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5790,11.722,0.344,7.116,4.61,20905.594,Seam Weld Manufacturing Anomaly,,,,,,,,,,11.1,,11:27:00,SWA,1,N,N,5.97,156.619,11:16,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,330.0,2.1689568,ft,281.94,in,,in,,330.0,,True,False,False,469.9396659511927
5800,40.226,0.344,,,20910.203,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,156.399,11:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5810,40.144,0.344,,,20950.43,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,154.62,10:04,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5820,33.51,0.344,,,20990.577,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,153.207,11:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5830,40.046,0.344,,,21024.085,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,151.88,12:28,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5840,40.4,0.344,,,21064.131,Girth Weld,,,,,,,,,,,,,GIRTH WELD,3,,,5.97,150.345,10:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5840,40.4,0.344,20.433,19.967,21084.564,Seam Weld Manufacturing Anomaly,,,,,,,,,,6.9,,10:47:00,SWA,3,N,N,5.97,149.5,10:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,300.0,6.2279784000000005,ft,175.26,in,,in,,300.0,,True,False,False,2152.5964534942323
5840,40.4,0.344,22.927,17.474,21087.057,Seam Weld Manufacturing Anomaly,,,,,,,,,,6.7,,10:44:00,SWA,3,N,N,5.97,149.395,10:40,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,300.0,6.9881496,ft,170.18,in,,in,,300.0,,True,False,False,2467.7234361579203
5840,40.4,0.344,39.6,0.801,21103.73,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,1.3,1.4,06:21:00,EXT ML,3,N,N,5.97,148.698,10:40,27.018,CMFL,1025,65000,E.R. WELD,24,1341.6,1525.8,2119.1,1505.1,2090.4,1520.7,2112.0,0.672,1.137,1.0,1.2,180.0,12.07008,ft,33.019999999999996,in,35.559999999999995,in,25.0,180.0,gene,True,True,True,4574.424391230767
5850,20.991,0.344,,,21104.531,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,148.664,12:44,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5860,40.213,0.344,,,21125.525,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,147.555,11:08,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5870,40.125,0.344,,,21165.738,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,145.863,11:48,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5880,40.056,0.344,,,21205.863,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,144.916,12:36,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5890,40.249,0.344,,,21245.919,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,144.194,10:48,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5900,39.928,0.344,,,21286.168,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,143.175,11:44,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5910,40.233,0.344,,,21326.096,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,141.844,10:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5910,40.233,0.344,,,21365.482,Start Repair Marker,,,,,,,,,,,,,REPAIR MARKER 2012 DIG 12 RECOAT START,0,,,5.97,140.816,10:24,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5920,34.921,0.344,,,21366.332,Girth Weld,,,,,,,,,,,,,GIRTH WELD,5,,,5.97,140.794,08:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5920,34.921,0.344,0.446,34.472,21366.778,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,8.0,9.2,07:15:00,EXT ML,5,N,N,5.97,140.783,08:52,9.215,CMFL,1025,65000,E.R. WELD,24,1341.6,1357.3,1885.2,1213.5,1685.4,1348.0,1872.3,0.755,1.012,1.0,1.2,210.0,0.1359408,ft,203.2,in,233.67999999999998,in,23.0,210.0,gene,True,True,True,-372.8417993121603
5920,34.921,0.344,0.627,34.295,21366.955,Metal Loss,External,37.0,0.127,52.0,GENE,20.0,,,,5.3,7.8,04:20:00,EXT ML,5,N,N,5.97,140.778,08:52,28.903,CMFL,1025,65000,E.R. WELD,24,1341.6,1289.3,1790.7,1152.8,1601.2,1299.0,1804.1,0.795,0.963,1.0,1.2,120.0,0.19110960000000002,ft,134.61999999999998,in,198.11999999999998,in,37.0,120.0,gene,True,True,True,-349.97171757113074
5920,34.921,0.344,0.735,34.186,21367.064,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,2.5,1.5,09:04:00,EXT ML ( NEAR SW ),5,N,N,5.97,140.775,08:52,1.257,CMFL,1025,65000,E.R. WELD,24,1341.6,1485.2,2062.8,1429.3,1985.2,1471.5,2043.8,0.69,1.107,1.0,1.2,270.0,0.224028,ft,63.5,in,38.099999999999994,in,23.0,270.0,gene,True,True,True,-336.3254809521739
5920,34.921,0.344,0.741,34.177,21367.073,Metal Loss,External,20.0,0.069,35.0,PITT,20.0,,,,1.5,0.9,08:28:00,EXT ML,5,N,N,5.97,140.775,08:52,2.513,CMFL,1025,65000,E.R. WELD,24,1341.6,1523.6,2116.1,1497.9,2080.4,1518.4,2108.8,0.673,1.135,0.6,1.2,240.0,0.2258568,ft,38.099999999999994,in,22.86,in,20.0,240.0,corrosion,True,True,True,-335.5673566955652
5920,34.921,0.344,,,21367.736,End Repair Marker,,,,,,,,,,,,,REPAIR MARKER 2012 DIG 12 RECOAT END,5,,,5.97,140.758,08:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5920,34.921,0.344,,,21391.217,Attachment,,,,,,,,,,,,06:00:00,ATTACHMENT,5,,,5.97,140.213,08:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,180.0,,ft,,in,,in,,180.0,,False,False,False,
5920,34.921,0.344,,,21391.804,Start Repair Marker,,,,,,,,,,,,,REPAIR MARKER START,5,,,5.97,140.199,08:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5920,34.921,0.344,,,21391.873,Start Composite Wrap,,,,,,,,,,,,,COMPOSITE WRAP START,5,,,5.97,140.198,08:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5920,34.921,0.344,26.001,8.921,21392.329,Metal Loss,External,41.0,0.141,,GENE,,,,,5.6,2.4,06:47:00,*EXT ML REPAIRED,5,Y,Y,5.97,140.187,08:52,12.985,CMFL,1025,65000,E.R. WELD,24,1341.6,1248.9,1734.6,1099.5,1527.0,1180.7,1639.9,0.821,0.93,,,180.0,7.925104800000001,ft,142.23999999999998,in,60.959999999999994,in,41.0,180.0,gene,True,True,True,2856.135763627118
5920,34.921,0.344,,,21393.196,End Composite Wrap,,,,,,,,,,,,,COMPOSITE WRAP END,5,,,5.97,140.167,08:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5920,34.921,0.344,,,21393.228,End Repair Marker,,,,,,,,,,,,,REPAIR MARKER END,5,,,5.97,140.166,08:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5920,34.921,0.344,,,21395.492,Attachment,,,,,,,,,,,,12:00:00,ATTACHMENT,5,,,5.97,140.114,08:52,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,0.0,,ft,,in,,in,,0.0,,False,False,False,
5925,4.045,0.344,,,21401.25,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,139.981,10:20,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5930,37.838,0.344,,,21405.295,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,139.888,10:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5940,41.093,0.344,,,21443.136,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,139.204,01:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5945,2.395,0.344,,,21484.229,Girth Weld,,,,,,,,,,,,,GIRTH WELD,0,,,5.97,139.275,11:56,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5950,40.125,0.344,,,21486.627,Girth Weld,,,,,,,,,,,,,GIRTH WELD,1,,,5.97,139.283,12:44,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5950,40.125,0.344,,,21490.135,Attachment,,,,,,,,,,,,12:00:00,ATTACHMENT,1,,,5.97,139.292,12:44,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,0.0,,ft,,in,,in,,0.0,,False,False,False,
5950,40.125,0.344,,,21522.484,Start Repair Marker,,,,,,,,,,,,,REPAIR MARKER RECOAT START,1,,,5.97,139.348,12:44,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
5950,40.125,0.344,36.952,3.169,21523.579,Metal Loss,External,34.0,0.117,49.0,GENE,20.0,,,,13.9,18.4,07:03:00,EXT ML,1,N,N,5.97,139.35,12:44,36.861,CMFL,1025,65000,E.R. WELD,24,1341.6,1191.5,1654.9,1016.9,1412.3,1252.5,1739.6,0.86,0.889,1.0,1.2,210.0,11.2629696,ft,353.06,in,467.35999999999996,in,34.0,210.0,gene,True,True,True,4239.838885980787
5950,40.125,0.344,,,21525.928,End Repair Marker,,,,,,,,,,,,,REPAIR MARKER RECOAT END,1,,,5.97,139.354,12:44,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,,,ft,,in,,in,,,,False,False,False,
