J. no.,J. len [ft],t [in],to u/s w. [ft],log dist. [ft],Height [ft],event,depth [%],ID Reduction [%],length [in],width [in],P2 Burst / MOP,o'clock,internal,comment,clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification
3800.0,39.99,0.344,,13773.69,873.3893,Girth Weld,,,,,,,,,,4198.220712,ft,,in,,in,,,weld,False,False,True
3810.0,39.98,0.344,,13813.67,870.7333,Girth Weld,,,,,,,,,,4210.406616,ft,,in,,in,,,weld,False,False,True
,,0.344,-22.51,13836.19,869.0829,metal loss-manufacturing anomaly,14.0,,0.83,0.87,,10:39:00,,,300.0,4217.2707120000005,ft,21.081999999999997,in,22.098,in,14.0,300.0,corrosion,True,True,True
3820.0,40.01,0.344,,13853.66,867.9237,Girth Weld,,,,,,,,,,4222.595568,ft,,in,,in,,,weld,False,False,True
3830.0,39.95,0.344,,13893.67,865.638,Girth Weld,,,,,,,,,,4234.790616,ft,,in,,in,,,weld,False,False,True
3840.0,11.27,0.344,,13933.62,863.9765,Girth Weld,,,,,,,,,,4246.9673760000005,ft,,in,,in,,,weld,False,False,True
3850.0,39.87,0.344,,13944.89,863.7232,Girth Weld,,,,,,,,,,4250.402472,ft,,in,,in,,,weld,False,False,True
3860.0,27.06,0.344,,13984.76,863.0659,Girth Weld,,,,,,,,,,4262.554848000001,ft,,in,,in,,,weld,False,False,True
3870.0,14.7,0.5,,14011.82,862.6895,Girth Weld,,,,,,,,"0.500""",,4270.802736000001,ft,,in,,in,,,weld,False,False,True
,,,,14019.21,862.5854,Bend,,,,,,,,6.6D - 41° - Left,,4273.055208,ft,,in,,in,,,bend,False,False,True
3880.0,12.86,0.344,,14026.52,862.466,Girth Weld,,,,,,,,"0.344""",,4275.2832960000005,ft,,in,,in,,,weld,False,False,True
3890.0,40.01,0.344,,14039.38,862.2299,Girth Weld,,,,,,,,,,4279.203024,ft,,in,,in,,,weld,False,False,True
3900.0,39.97,0.344,,14079.39,860.9956,Girth Weld,,,,,,,,,,4291.398072,ft,,in,,in,,,weld,False,False,True
3910.0,40.05,0.344,,14119.36,859.7298,Girth Weld,,,,,,,,,,4303.580928,ft,,in,,in,,,weld,False,False,True
3920.0,14.73,0.5,,14159.41,859.2727,Girth Weld,,,,,,,,"0.500""",,4315.788168,ft,,in,,in,,,weld,False,False,True
,,,,14166.84,859.2045,Bend,,,,,,,,6.1D - 45° - Right,,4318.052832,ft,,in,,in,,,bend,False,False,True
3930.0,22.61,0.344,,14174.14,859.1425,Girth Weld,,,,,,,,"0.344""",,4320.277872,ft,,in,,in,,,weld,False,False,True
3940.0,40.11,0.344,,14196.75,858.9912,Girth Weld,,,,,,,,,,4327.1694,ft,,in,,in,,,weld,False,False,True
3950.0,40.23,0.344,,14236.85,859.3376,Girth Weld,,,,,,,,,,4339.39188,ft,,in,,in,,,weld,False,False,True
3960.0,39.97,0.344,,14277.08,859.5892,Girth Weld,,,,,,,,,,4351.6539840000005,ft,,in,,in,,,weld,False,False,True
3970.0,39.95,0.344,,14317.04,857.9129,Girth Weld,,,,,,,,,,4363.833792,ft,,in,,in,,,weld,False,False,True
3980.0,40.01,0.344,,14356.99,854.5966,Girth Weld,,,,,,,,,,4376.010552,ft,,in,,in,,,weld,False,False,True
3990.0,40.0,0.344,,14397.0,850.0425,Girth Weld,,,,,,,,,,4388.2056,ft,,in,,in,,,weld,False,False,True
4000.0,40.01,0.344,,14437.0,845.1346,Girth Weld,,,,,,,,,,4400.3976,ft,,in,,in,,,weld,False,False,True
4010.0,39.95,0.344,,14477.02,841.1681,Girth Weld,,,,,,,,,,4412.595696,ft,,in,,in,,,weld,False,False,True
4020.0,40.06,0.344,,14516.97,838.8856,Girth Weld,,,,,,,,,,4424.772456,ft,,in,,in,,,weld,False,False,True
4030.0,39.99,0.344,,14557.02,837.2641,Girth Weld,,,,,,,,,,4436.979696,ft,,in,,in,,,weld,False,False,True
4040.0,40.0,0.344,,14597.01,835.1487,Girth Weld,,,,,,,,,,4449.168648,ft,,in,,in,,,weld,False,False,True
4050.0,40.03,0.344,,14637.01,831.8602,Girth Weld,,,,,,,,,,4461.360648,ft,,in,,in,,,weld,False,False,True
4060.0,6.87,0.344,,14677.04,827.4114,Girth Weld,,,,,,,,,,4473.561792,ft,,in,,in,,,weld,False,False,True
4070.0,37.87,0.344,,14683.91,826.5727,Girth Weld,,,,,,,,,,4475.6557680000005,ft,,in,,in,,,weld,False,False,True
4080.0,29.69,0.344,,14721.78,823.2322,Girth Weld,,,,,,,,,,4487.198544000001,ft,,in,,in,,,weld,False,False,True
4090.0,6.04,0.344,,14751.47,821.8322,Girth Weld,,,,,,,,,,4496.248056,ft,,in,,in,,,weld,False,False,True
4100.0,39.54,0.5,,14757.51,821.6308,Girth Weld,,,,,,,,"0.500""",,4498.089048000001,ft,,in,,in,,,weld,False,False,True
4110.0,40.03,0.5,,14797.06,821.0003,Girth Weld,,,,,,,,,,4510.1438880000005,ft,,in,,in,,,weld,False,False,True
4120.0,40.04,0.5,,14837.09,821.375,Girth Weld,,,,,,,,,,4522.345032,ft,,in,,in,,,weld,False,False,True
4130.0,5.99,0.344,,14877.13,821.7105,Girth Weld,,,,,,,,"0.344""",,4534.549224,ft,,in,,in,,,weld,False,False,True
4140.0,19.19,0.344,,14883.11,821.7476,Girth Weld,,,,,,,,,,4536.3719280000005,ft,,in,,in,,,weld,False,False,True
4150.0,39.87,0.344,,14902.3,821.8068,Girth Weld,,,,,,,,,,4542.22104,ft,,in,,in,,,weld,False,False,True
,,0.344,-25.71,14928.01,821.8759,metal loss,26.0,,0.91,0.94,1.87,01:11:00,NO,,30.0,4550.0574480000005,ft,23.114,in,23.875999999999998,in,26.0,30.0,corrosion,True,True,True
,,0.344,-25.9,14928.2,821.8769,Cluster,10.0,,1.57,3.31,,01:07:00,NO,,30.0,4550.115360000001,ft,39.878,in,84.074,in,10.0,30.0,cluster,True,True,True
4160.0,3.0,0.344,,14942.17,822.0831,Girth Weld,,,,,,,,,,4554.373416,ft,,in,,in,,,weld,False,False,True
,,0.344,-1.48,14943.65,822.1251,Cluster,14.0,,3.23,2.16,,06:08:00,NO,,180.0,4554.82452,ft,82.042,in,54.864,in,14.0,180.0,cluster,True,True,True
,,0.344,-2.22,14944.39,822.146,Cluster,13.0,,4.16,3.35,,05:00:00,NO,,150.0,4555.050072,ft,105.664,in,85.09,in,13.0,150.0,cluster,True,True,True
,,0.344,-2.27,14944.44,822.1474,Cluster,14.0,,7.08,6.14,,06:48:00,NO,,180.0,4555.065312000001,ft,179.832,in,155.956,in,14.0,180.0,cluster,True,True,True
4170.0,4.54,0.5,,14945.17,822.1691,Area Start Installation,,,,,,,,"0.500""",,4555.287816,ft,,in,,in,,,area start installation,False,False,True
,,0.5,-0.03,14945.2,822.1702,Cluster,10.0,,8.15,6.03,,04:46:00,NO,,120.0,4555.296960000001,ft,207.01,in,153.162,in,10.0,120.0,cluster,True,True,True
,,,,14946.03,822.1963,Tap,,,,,,03:00:00,,,90.0,4555.549944,ft,,in,,in,,90.0,tap,True,False,True
,,,,14947.44,822.2404,Valve,,,,,,,,,,4555.979712,ft,,in,,in,,,valve,False,False,True
,,0.5,-3.79,14948.96,822.2879,Cluster,14.0,,5.27,8.84,,04:44:00,NO,,120.0,4556.443008,ft,133.85799999999998,in,224.53599999999997,in,14.0,120.0,cluster,True,True,True
4180.0,2.98,0.344,,14949.71,822.3112,Area End Installation,,,,,,,,"0.344""",,4556.671608,ft,,in,,in,,,area end installation,False,False,True
,,0.344,-1.08,14950.79,822.3451,Cluster,15.0,,3.43,3.5,,05:04:00,NO,,150.0,4557.000792000001,ft,87.122,in,88.89999999999999,in,15.0,150.0,cluster,True,True,True
,,0.344,-1.42,14951.13,822.3559,Cluster,25.0,,6.48,10.52,1.66,03:51:00,NO,,90.0,4557.104424,ft,164.592,in,267.20799999999997,in,25.0,90.0,cluster,True,True,True
4190.0,13.2,0.344,,14952.69,822.4046,Girth Weld,,,,,,,,,,4557.579912,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.07,14952.76,822.4068,metal loss,31.0,,0.98,4.09,1.86,05:46:00,NO,,150.0,4557.601248,ft,24.892,in,103.886,in,31.0,150.0,corrosion,True,True,True
4200.0,39.93,0.344,,14965.88,822.8174,Girth Weld,,,,,,,,,,4561.600224,ft,,in,,in,,,weld,False,False,True
4210.0,39.94,0.344,,15005.81,822.6651,Girth Weld,,,,,,,,,,4573.770888,ft,,in,,in,,,weld,False,False,True
,,0.344,-28.46,15034.27,821.1598,metal loss,11.0,,0.71,0.67,,08:57:00,NO,,240.0,4582.445496,ft,18.034,in,17.018,in,11.0,240.0,corrosion,True,True,True
,,0.344,-30.19,15036.01,821.0611,Cluster,13.0,,3.04,3.31,,08:37:00,NO,,240.0,4582.975848,ft,77.216,in,84.074,in,13.0,240.0,cluster,True,True,True
4220.0,39.91,0.344,,15045.75,820.6058,Girth Weld,,,,,,,,,,4585.9446,ft,,in,,in,,,weld,False,False,True
,,0.344,-8.4,15054.15,820.2092,Cluster,15.0,,5.14,5.32,,05:18:00,NO,,150.0,4588.50492,ft,130.55599999999998,in,135.128,in,15.0,150.0,cluster,True,True,True
,,0.344,-20.74,15066.49,819.6019,metal loss,12.0,,1.1,1.02,,03:09:00,NO,,90.0,4592.266152,ft,27.94,in,25.907999999999998,in,12.0,90.0,corrosion,True,True,True
,,0.344,-27.23,15072.99,819.2671,metal loss,14.0,,0.75,0.59,,08:29:00,NO,,240.0,4594.247352,ft,19.049999999999997,in,14.985999999999999,in,14.0,240.0,corrosion,True,True,True
,,0.344,-28.43,15074.18,819.2055,metal loss,18.0,,0.71,0.71,,09:28:00,NO,,270.0,4594.610064,ft,18.034,in,18.034,in,18.0,270.0,corrosion,True,True,True
,,0.344,-29.49,15075.24,819.1509,Cluster,29.0,,4.66,2.95,1.68,09:16:00,NO,,270.0,4594.9331520000005,ft,118.36399999999999,in,74.93,in,29.0,270.0,cluster,True,True,True
,,0.344,-30.08,15075.83,819.1202,metal loss,22.0,,0.71,0.71,1.88,09:38:00,NO,,270.0,4595.112984,ft,18.034,in,18.034,in,22.0,270.0,corrosion,True,True,True
,,0.344,-32.52,15078.28,818.9927,metal loss,11.0,,0.71,0.79,,09:17:00,NO,,270.0,4595.859744,ft,18.034,in,20.066,in,11.0,270.0,corrosion,True,True,True
,,0.344,-32.83,15078.58,818.9767,Cluster,25.0,,3.47,1.28,1.76,09:18:00,NO,,270.0,4595.9511840000005,ft,88.138,in,32.512,in,25.0,270.0,cluster,True,True,True
,,0.344,-38.97,15084.72,818.6563,Cluster,18.0,,1.81,6.3,,03:44:00,NO,,90.0,4597.822656,ft,45.974,in,160.01999999999998,in,18.0,90.0,cluster,True,True,True
4230.0,39.9,0.344,,15085.66,818.6073,Girth Weld,,,,,,,,,,4598.109168,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.73,15086.39,818.5693,Cluster,19.0,,4.32,10.74,,03:12:00,NO,,90.0,4598.331672,ft,109.728,in,272.796,in,19.0,90.0,cluster,True,True,True
4240.0,39.89,0.344,,15125.56,816.613,Girth Weld,,,,,,,,,,4610.2706880000005,ft,,in,,in,,,weld,False,False,True
4250.0,39.83,0.344,,15165.45,814.6774,Girth Weld,,,,,,,,,,4622.429160000001,ft,,in,,in,,,weld,False,False,True
4260.0,39.29,0.344,,15205.28,812.8523,Girth Weld,,,,,,,,,,4634.5693440000005,ft,,in,,in,,,weld,False,False,True
4270.0,10.88,0.344,,15244.57,811.1183,Girth Weld,,,,,,,,,,4646.544936,ft,,in,,in,,,weld,False,False,True
4280.0,9.98,0.344,,15255.45,810.6447,Girth Weld,,,,,,,,,,4649.86116,ft,,in,,in,,,weld,False,False,True
4290.0,9.47,0.5,,15265.43,810.2097,Girth Weld,,,,,,,,"0.500""",,4652.903064,ft,,in,,in,,,weld,False,False,True
,,,,15270.01,810.0105,Bend,,,,,,,,5.9D - 24° - Over,,4654.299048,ft,,in,,in,,,bend,False,False,True
4300.0,16.59,0.344,,15274.9,809.7983,Girth Weld,,,,,,,,"0.344""",,4655.78952,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.78,15275.68,809.7644,metal loss,10.0,,2.09,0.71,,04:48:00,NO,,120.0,4656.027264,ft,53.08599999999999,in,18.034,in,10.0,120.0,corrosion,True,True,True
4310.0,8.57,0.5,,15291.49,809.0989,Girth Weld,,,,,,,,"0.500""",,4660.846152,ft,,in,,in,,,weld,False,False,True
,,,,15295.9,808.9181,Bend,,,,,,,,5.9D - 21° - Sag,,4662.19032,ft,,in,,in,,,bend,False,False,True
4320.0,20.46,0.344,,15300.06,808.7529,Girth Weld,,,,,,,,"0.344""",,4663.458288,ft,,in,,in,,,weld,False,False,True
4330.0,12.38,0.5,,15320.52,806.7525,Girth Weld,,,,,,,,"0.500""",,4669.694496,ft,,in,,in,,,weld,False,False,True
,,,,15326.71,805.5315,Bend,,,,,,,,6.3D - 33° - Sag,,4671.581208,ft,,in,,in,,,bend,False,False,True
4340.0,12.99,0.344,,15332.91,804.318,Girth Weld,,,,,,,,"0.344""",,4673.4709680000005,ft,,in,,in,,,weld,False,False,True
,,0.344,-12.78,15345.69,802.6387,metal loss,24.0,,2.05,6.02,1.83,04:20:00,NO,,120.0,4677.366312,ft,52.06999999999999,in,152.908,in,24.0,120.0,corrosion,True,True,True
4350.0,9.05,0.5,,15345.9,802.6233,Girth Weld,,,,,,,,"0.500""",,4677.43032,ft,,in,,in,,,weld,False,False,True
,,,,15350.31,802.2949,Bend,,,,,,,,5.3D - 27° - Over,,4678.774488,ft,,in,,in,,,bend,False,False,True
4360.0,11.94,0.344,,15354.94,801.9484,Girth Weld,,,,,,,,"0.344""",,4680.185712,ft,,in,,in,,,weld,False,False,True
,,0.344,-2.52,15357.47,801.7592,metal loss,16.0,,1.1,1.18,,05:03:00,NO,,150.0,4680.956856,ft,27.94,in,29.971999999999998,in,16.0,150.0,corrosion,True,True,True
4370.0,39.99,0.344,,15366.89,801.0799,Girth Weld,,,,,,,,,,4683.828072,ft,,in,,in,,,weld,False,False,True
4380.0,11.31,0.5,,15406.87,804.4363,Area Start Installation,,,,,,,,"0.500""",,4696.013976,ft,,in,,in,,,area start installation,False,False,True
,,,,15412.8,804.5082,Valve,,,,,,,,,,4697.82144,ft,,in,,in,,,valve,False,False,True
4390.0,25.16,0.344,,15418.18,804.5844,Area End Installation,,,,,,,,"0.344""",,4699.4612640000005,ft,,in,,in,,,area end installation,False,False,True
,,0.344,-15.48,15433.66,805.158,metal loss-manufacturing anomaly,20.0,,0.51,0.71,,09:43:00,,,270.0,4704.1795680000005,ft,12.953999999999999,in,18.034,in,20.0,270.0,corrosion,True,True,True
4400.0,40.14,0.344,,15443.34,805.5929,Girth Weld,,,,,,,,,,4707.130032,ft,,in,,in,,,weld,False,False,True
4410.0,40.14,0.344,,15483.48,807.0763,Girth Weld,,,,,,,,,,4719.3647040000005,ft,,in,,in,,,weld,False,False,True
4420.0,39.94,0.344,,15523.62,809.2363,Girth Weld,,,,,,,,,,4731.599376,ft,,in,,in,,,weld,False,False,True
4430.0,40.03,0.344,,15563.57,812.1721,Girth Weld,,,,,,,,,,4743.776136,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.71,15564.27,812.2334,Cluster,24.0,,2.72,2.28,1.79,04:49:00,NO,,120.0,4743.989496,ft,69.08800000000001,in,57.91199999999999,in,24.0,120.0,cluster,True,True,True
4440.0,40.04,0.344,,15603.59,815.6691,Girth Weld,,,,,,,,,,4755.9742320000005,ft,,in,,in,,,weld,False,False,True
4450.0,40.03,0.344,,15643.63,819.0653,Girth Weld,,,,,,,,,,4768.178424,ft,,in,,in,,,weld,False,False,True
4460.0,39.98,0.344,,15683.66,821.7523,Girth Weld,,,,,,,,,,4780.379568,ft,,in,,in,,,weld,False,False,True
,,,,15720.98,822.9972,Above Ground Marker,,,,,,,,AGM 3,,4791.754704,ft,,in,,in,,,above ground marker,False,False,True
4470.0,39.87,0.344,,15723.64,823.0141,Girth Weld,,,,,,,,,,4792.565472,ft,,in,,in,,,weld,False,False,True
4480.0,40.01,0.344,,15763.51,823.1364,Girth Weld,,,,,,,,,,4804.717848,ft,,in,,in,,,weld,False,False,True
4490.0,34.78,0.344,,15803.52,824.4619,Girth Weld,,,,,,,,,,4816.912896000001,ft,,in,,in,,,weld,False,False,True
4500.0,39.97,0.344,,15838.3,825.8162,Girth Weld,,,,,,,,,,4827.51384,ft,,in,,in,,,weld,False,False,True
4510.0,40.01,0.344,,15878.27,827.2829,Girth Weld,,,,,,,,,,4839.696696,ft,,in,,in,,,weld,False,False,True
4520.0,40.08,0.344,,15918.28,828.5738,Girth Weld,,,,,,,,,,4851.8917440000005,ft,,in,,in,,,weld,False,False,True
,,0.344,-39.71,15957.99,829.9187,metal loss,10.0,,0.75,0.83,,03:57:00,NO,,90.0,4863.995352,ft,19.049999999999997,in,21.081999999999997,in,10.0,90.0,corrosion,True,True,True
4530.0,40.02,0.344,,15958.36,829.9381,Girth Weld,,,,,,,,,,4864.108128000001,ft,,in,,in,,,weld,False,False,True
4540.0,39.88,0.344,,15998.39,833.1906,Girth Weld,,,,,,,,,,4876.309272,ft,,in,,in,,,weld,False,False,True
,,0.344,-2.36,16000.75,833.4444,metal loss-manufacturing anomaly,16.0,,0.71,0.59,,07:30:00,,,210.0,4877.028600000001,ft,18.034,in,14.985999999999999,in,16.0,210.0,corrosion,True,True,True
,,0.344,-18.8,16017.19,835.2104,metal loss-manufacturing anomaly,10.0,,0.79,0.71,,07:29:00,,,210.0,4882.039512,ft,20.066,in,18.034,in,10.0,210.0,corrosion,True,True,True
4550.0,39.0,0.344,,16038.27,837.2717,Girth Weld,,,,,,,,,,4888.464696,ft,,in,,in,,,weld,False,False,True
4560.0,39.98,0.344,,16077.27,840.8298,Girth Weld,,,,,,,,,,4900.351896,ft,,in,,in,,,weld,False,False,True
4570.0,39.94,0.344,,16117.25,844.8402,Girth Weld,,,,,,,,,,4912.5378,ft,,in,,in,,,weld,False,False,True
4580.0,39.99,0.344,,16157.19,847.8642,Girth Weld,,,,,,,,,,4924.711512000001,ft,,in,,in,,,weld,False,False,True
4590.0,39.95,0.344,,16197.17,849.4126,Girth Weld,,,,,,,,,,4936.897416000001,ft,,in,,in,,,weld,False,False,True
4600.0,40.0,0.344,,16237.12,849.7761,Girth Weld,,,,,,,,,,4949.074176,ft,,in,,in,,,weld,False,False,True
4610.0,39.99,0.344,,16277.12,849.8702,Girth Weld,,,,,,,,,,4961.266176,ft,,in,,in,,,weld,False,False,True
4620.0,39.92,0.344,,16317.11,849.8271,Girth Weld,,,,,,,,,,4973.4551280000005,ft,,in,,in,,,weld,False,False,True
4630.0,40.01,0.344,,16357.03,849.4279,Girth Weld,,,,,,,,,,4985.622744,ft,,in,,in,,,weld,False,False,True
4640.0,39.9,0.344,,16397.04,848.8621,Girth Weld,,,,,,,,,,4997.817792000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-39.03,16436.07,848.2261,metal loss,10.0,,0.94,0.67,,04:55:00,NO,,120.0,5009.7141360000005,ft,23.875999999999998,in,17.018,in,10.0,120.0,corrosion,True,True,True
4650.0,39.86,0.344,,16436.94,848.2123,Girth Weld,,,,,,,,,,5009.9793119999995,ft,,in,,in,,,weld,False,False,True
4660.0,39.94,0.344,,16476.79,847.5869,Girth Weld,,,,,,,,,,5022.125592,ft,,in,,in,,,weld,False,False,True
,,0.344,-32.57,16509.36,846.9837,Cluster,35.0,,4.56,11.58,1.63,04:54:00,NO,,120.0,5032.052928,ft,115.82399999999998,in,294.132,in,35.0,120.0,cluster,True,True,True
,,0.344,-33.08,16509.87,846.9737,metal loss,10.0,,1.81,2.09,,06:37:00,NO,,180.0,5032.208376,ft,45.974,in,53.08599999999999,in,10.0,180.0,corrosion,True,True,True
,,0.344,-38.9,16515.7,846.8592,Cluster,20.0,,3.48,16.19,1.79,06:39:00,NO,,180.0,5033.985360000001,ft,88.392,in,411.226,in,20.0,180.0,cluster,True,True,True
4670.0,40.01,0.344,,16516.74,846.84,Girth Weld,,,,,,,,,,5034.302352000001,ft,,in,,in,,,weld,False,False,True
4680.0,39.99,0.344,,16556.75,846.3296,Girth Weld,,,,,,,,,,5046.4974,ft,,in,,in,,,weld,False,False,True
,,0.344,-39.01,16595.76,846.2931,metal loss,14.0,,2.84,0.71,,08:17:00,NO,,240.0,5058.387648,ft,72.136,in,18.034,in,14.0,240.0,corrosion,True,True,True
4690.0,40.01,0.344,,16596.74,846.2914,Girth Weld,,,,,,,,,,5058.686352000001,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.83,16597.57,846.29,metal loss,12.0,,1.61,0.79,,06:29:00,NO,,180.0,5058.939336,ft,40.894,in,20.066,in,12.0,180.0,corrosion,True,True,True
,,0.344,-0.83,16597.57,846.29,metal loss,10.0,,1.69,8.19,,04:50:00,NO,,120.0,5058.939336,ft,42.925999999999995,in,208.02599999999998,in,10.0,120.0,corrosion,True,True,True
4700.0,39.94,0.344,,16636.75,846.1436,Girth Weld,,,,,,,,,,5070.8814,ft,,in,,in,,,weld,False,False,True
4710.0,39.98,0.344,,16676.68,845.8867,Girth Weld,,,,,,,,,,5083.052064,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.69,16677.37,845.8829,Cluster,18.0,,4.88,24.86,,02:26:00,NO,,60.0,5083.262376,ft,123.95199999999998,in,631.444,in,18.0,60.0,cluster,True,True,True
4720.0,39.99,0.344,,16716.67,845.6386,Girth Weld,,,,,,,,,,5095.241016,ft,,in,,in,,,weld,False,False,True
4730.0,39.99,0.344,,16756.66,845.4099,Girth Weld,,,,,,,,,,5107.429968,ft,,in,,in,,,weld,False,False,True
,,0.344,-0.03,16756.69,845.4098,Cluster,12.0,,4.25,3.86,,03:15:00,NO,,90.0,5107.439112,ft,107.94999999999999,in,98.044,in,12.0,90.0,cluster,True,True,True
4740.0,39.95,0.344,,16796.65,845.2626,Girth Weld,,,,,,,,,,5119.618920000001,ft,,in,,in,,,weld,False,False,True
4750.0,40.0,0.344,,16836.6,845.108,Girth Weld,,,,,,,,,,5131.79568,ft,,in,,in,,,weld,False,False,True
4760.0,39.94,0.344,,16876.6,845.0137,Girth Weld,,,,,,,,,,5143.98768,ft,,in,,in,,,weld,False,False,True
4770.0,39.96,0.344,,16916.54,844.7981,Girth Weld,,,,,,,,,,5156.161392000001,ft,,in,,in,,,weld,False,False,True
4780.0,39.93,0.344,,16956.5,844.4206,Girth Weld,,,,,,,,,,5168.3412,ft,,in,,in,,,weld,False,False,True
4790.0,39.91,0.344,,16996.43,844.0332,Girth Weld,,,,,,,,,,5180.511864,ft,,in,,in,,,weld,False,False,True
4800.0,39.99,0.344,,17036.34,843.7525,Girth Weld,,,,,,,,,,5192.676432,ft,,in,,in,,,weld,False,False,True
4810.0,40.18,0.344,,17076.33,843.8376,Girth Weld,,,,,,,,,,5204.865384000001,ft,,in,,in,,,weld,False,False,True
4820.0,40.22,0.344,,17116.51,844.0982,Girth Weld,,,,,,,,,,5217.112247999999,ft,,in,,in,,,weld,False,False,True
4830.0,11.82,0.344,,17156.73,844.8993,Girth Weld,,,,,,,,,,5229.371304,ft,,in,,in,,,weld,False,False,True
4840.0,40.01,0.344,,17168.55,845.4954,Girth Weld,,,,,,,,,,5232.97404,ft,,in,,in,,,weld,False,False,True
4850.0,39.92,0.344,,17208.55,848.6305,Girth Weld,,,,,,,,,,5245.16604,ft,,in,,in,,,weld,False,False,True
4860.0,40.0,0.344,,17248.47,852.9325,Girth Weld,,,,,,,,,,5257.333656000001,ft,,in,,in,,,weld,False,False,True
4870.0,39.98,0.344,,17288.47,857.9929,Girth Weld,,,,,,,,,,5269.525656000001,ft,,in,,in,,,weld,False,False,True
4880.0,40.01,0.344,,17328.45,863.362,Girth Weld,,,,,,,,,,5281.711560000001,ft,,in,,in,,,weld,False,False,True
4890.0,40.01,0.344,,17368.47,869.4305,Girth Weld,,,,,,,,,,5293.909656000001,ft,,in,,in,,,weld,False,False,True
4900.0,40.0,0.344,,17408.48,875.6269,Girth Weld,,,,,,,,,,5306.104704,ft,,in,,in,,,weld,False,False,True
4910.0,39.92,0.344,,17448.47,881.3154,Girth Weld,,,,,,,,,,5318.293656000001,ft,,in,,in,,,weld,False,False,True
4920.0,39.91,0.344,,17488.39,886.1287,Girth Weld,,,,,,,,,,5330.4612720000005,ft,,in,,in,,,weld,False,False,True
4930.0,9.87,0.5,,17528.3,889.7806,Girth Weld,,,,,,,,"0.500""",,5342.62584,ft,,in,,in,,,weld,False,False,True
,,,,17533.11,890.0481,Bend,,,,,,,,6.0D - 24° - Over,,5344.091928000001,ft,,in,,in,,,bend,False,False,True
4940.0,24.94,0.344,,17538.17,890.3196,Girth Weld,,,,,,,,"0.344""",,5345.6342159999995,ft,,in,,in,,,weld,False,False,True
4950.0,31.26,0.344,,17563.11,890.9884,Girth Weld,,,,,,,,,,5353.235928,ft,,in,,in,,,weld,False,False,True
4960.0,39.95,0.344,,17594.37,888.3675,Girth Weld,,,,,,,,,,5362.763976,ft,,in,,in,,,weld,False,False,True
4970.0,40.04,0.344,,17634.32,882.2407,Girth Weld,,,,,,,,,,5374.9407360000005,ft,,in,,in,,,weld,False,False,True
4980.0,39.93,0.344,,17674.36,876.8111,Girth Weld,,,,,,,,,,5387.144928000001,ft,,in,,in,,,weld,False,False,True
4990.0,39.97,0.344,,17714.28,873.0757,Girth Weld,,,,,,,,,,5399.312544,ft,,in,,in,,,weld,False,False,True
5000.0,40.01,0.344,,17754.25,870.8867,Girth Weld,,,,,,,,,,5411.495400000001,ft,,in,,in,,,weld,False,False,True
5010.0,40.07,0.344,,17794.26,869.6388,Girth Weld,,,,,,,,,,5423.690447999999,ft,,in,,in,,,weld,False,False,True
5020.0,31.65,0.344,,17834.32,869.3028,Girth Weld,,,,,,,,,,5435.9007360000005,ft,,in,,in,,,weld,False,False,True
5030.0,40.03,0.344,,17865.98,869.3317,Girth Weld,,,,,,,,,,5445.550704,ft,,in,,in,,,weld,False,False,True
5040.0,39.97,0.344,,17906.01,870.0095,Girth Weld,,,,,,,,,,5457.751848,ft,,in,,in,,,weld,False,False,True
5050.0,40.06,0.344,,17945.98,870.9112,Girth Weld,,,,,,,,,,5469.934704,ft,,in,,in,,,weld,False,False,True
5060.0,31.26,0.344,,17986.04,872.0171,Girth Weld,,,,,,,,,,5482.1449920000005,ft,,in,,in,,,weld,False,False,True
5070.0,39.94,0.344,,18017.29,873.1709,Girth Weld,,,,,,,,,,5491.669992,ft,,in,,in,,,weld,False,False,True
5080.0,39.91,0.344,,18057.24,874.3753,Girth Weld,,,,,,,,,,5503.846752,ft,,in,,in,,,weld,False,False,True
5090.0,39.94,0.344,,18097.15,874.9225,Girth Weld,,,,,,,,,,5516.0113200000005,ft,,in,,in,,,weld,False,False,True
5100.0,39.88,0.344,,18137.09,874.2097,Girth Weld,,,,,,,,,,5528.185032,ft,,in,,in,,,weld,False,False,True
,,0.344,-38.78,18175.87,873.1097,Cluster,20.0,,4.97,6.79,1.74,04:24:00,NO,,120.0,5540.005176,ft,126.23799999999999,in,172.46599999999998,in,20.0,120.0,cluster,True,True,True
,,0.344,-38.81,18175.91,873.1085,metal loss,18.0,,0.87,0.59,,06:45:00,NO,,180.0,5540.017368,ft,22.098,in,14.985999999999999,in,18.0,180.0,corrosion,True,True,True
,,0.344,-38.83,18175.92,873.1082,metal loss,23.0,,0.87,0.87,1.87,05:58:00,NO,,150.0,5540.020415999999,ft,22.098,in,22.098,in,23.0,150.0,corrosion,True,True,True
