J. no.,J. len [ft],Wt [in],to u/s w. [ft],to d/s w. [ft],Log Dist. [ft],Event Description,ID/OD,Depth [%],Depth [in],OD Reduction [%],OD Reduction [in],Length [in],Width [in],O'clock,Comments,Anomalies per Joint,Tool Velocity [ft/s],Elevation [ft],Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),MOP [PSI],SMYS [PSI],Seam Type,Pdesign [PSI],B31G Psafe [PSI],B31G Pburst [PSI],Mod B31G Psafe [PSI],Mod B31G Pburst [PSI],Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,clock_deg_norm,distance_m_std,distance_units_detected,length_mm_std,length_units_detected,width_mm_std,width_units_detected,depth_percent_std,clock_deg_std,feature_type_norm,has_canonical_location,has_canonical_geometry,has_canonical_classification,distance_m_aligned_to_2007
5830.0,40.07,0.344,,,20969.67,GirthWeld,,,,,,,,,,,0.7,151.78,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6391.555416,ft,,in,,in,,,,False,False,False,6421.54118442332
5840.0,40.02,0.344,,,21009.74,GirthWeld,,,,,,,,,,1.0,0.7,150.25,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6403.768752000001,ft,,in,,in,,,,False,False,False,6433.760389134647
5840.0,,0.344,-39.16,0.86,21048.9,metal loss,External,25.0,0.086,,,0.55,1.73,06:11:00,,,0.7,148.6,,MFL-A/XT,,1160.0,65000.0,,1342.0,1471.95,2043.76,1543.77,2143.49,1544.19,2144.07,0.75,1.85,180.0,6415.704720000001,ft,13.97,in,43.942,in,25.0,180.0,,True,True,False,6445.702092566029
5850.0,20.98,0.344,,,21049.76,GirthWeld,,,,,,,,,,,0.7,148.56,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6415.966848,ft,,in,,in,,,,False,False,False,6445.964346522897
5860.0,40.11,0.344,,,21070.74,GirthWeld,,,,,,,,,,,0.7,147.42,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6422.361552000001,ft,,in,,in,,,,False,False,False,6452.362123284656
5870.0,40.01,0.344,,,21110.85,GirthWeld,,,,,,,,,,2.0,0.7,145.76,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6434.58708,ft,,in,,in,,,,False,False,False,6464.59352585444
5870.0,,0.344,-0.04,39.97,21110.89,Girth Weld Anomaly,,,,,,,,03:22:00,affecting girth weld,,0.7,145.76,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,90.0,6434.599272,ft,,in,,in,,90.0,,True,False,False,6464.605723712899
5870.0,,0.344,-39.16,0.85,21150.01,metal loss,External,11.0,0.038,,,0.47,0.98,06:32:00,,,0.7,144.88,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,6446.523048,ft,11.937999999999999,in,24.892,in,11.0,180.0,,True,True,False,6476.535229285822
5880.0,40.1,0.344,,,21150.86,GirthWeld,,,,,,,,,,,0.7,144.86,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6446.782128000001,ft,,in,,in,,,,False,False,False,6476.794433778077
5890.0,40.08,0.344,,,21190.97,GirthWeld,,,,,,,,,,,0.7,144.15,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6459.007656000001,ft,,in,,in,,,,False,False,False,6489.025836347862
5900.0,40.01,0.344,,,21231.05,GirthWeld,,,,,,,,,,,0.7,143.11,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6471.22404,ft,,in,,in,,,,False,False,False,6501.248090523802
5900.0,,,,,21254.3,AGM,,,,,,,,,AGM#8 AT A/M LF 4/ ON ROW,,,142.3,,,,,,,,,,,,,,,,,6478.31064,ft,,in,,in,,,,False,False,False,6508.338095753108
5910.0,40.05,0.344,,,21271.06,GirthWeld,,,,,,,,,,2.0,0.7,141.76,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6483.419088000001,ft,,in,,in,,,,False,False,False,6513.448998447439
5910.0,,,,,21310.13,Attachment,,,,,,,,06:00:00,Repair Marker 2012 Dig #12 Recoat,,,140.75,,,,,,,,,,,,,,,,180.0,6495.3276240000005,ft,,in,,in,,180.0,,True,False,False,6525.36325669729
5910.0,,0.344,-39.18,0.87,21310.24,metal loss,External,32.0,0.11,,,0.75,2.32,05:29:00,Recoat,,0.7,140.75,,MFL-A/XT,,1160.0,65000.0,,1342.0,1465.95,2035.43,1536.81,2133.82,1538.18,2135.73,0.75,1.84,150.0,6495.361152,ft,19.049999999999997,in,58.92799999999999,in,32.0,150.0,,True,True,False,6525.396800808052
5910.0,,0.344,-39.2,0.85,21310.26,metal loss,External,17.0,0.058,,,0.55,1.06,04:36:00,Recoat,,0.7,140.75,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.48,2045.89,,,,,,,120.0,6495.367248,ft,13.97,in,26.924,in,17.0,120.0,,True,True,False,6525.402899737281
5920.0,40.0,0.344,,,21311.11,GirthWeld,,,,,,,,,,10.0,0.7,140.73,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6495.626328,ft,,in,,in,,,,False,False,False,6525.6621042295355
5920.0,,0.344,-0.64,39.36,21311.75,metal loss,External,11.0,0.038,,,1.06,0.94,05:27:00,Recoat,,0.7,140.72,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,6495.821400000001,ft,26.924,in,23.875999999999998,in,11.0,150.0,,True,True,False,6525.85726996488
5920.0,,0.344,-0.72,39.29,21311.82,cluster,External,49.0,0.169,,,1.62,8.48,07:22:00,Recoat,,0.7,140.72,,,,1160.0,65000.0,,1342.0,1403.7,1949.01,1458.71,2025.38,1471.3,2042.86,0.8,1.75,210.0,6495.8427360000005,ft,41.148,in,215.392,in,49.0,210.0,,True,True,False,6525.878616217184
5920.0,,0.344,-0.73,39.27,21311.84,metal loss,External,24.0,0.083,,,0.94,1.89,09:04:00,Recoat,,0.7,140.72,,MFL-A/XT,,1160.0,65000.0,,1342.0,1464.79,2033.83,1535.73,2132.33,1536.78,2133.77,0.76,1.84,270.0,6495.848832000001,ft,23.875999999999998,in,48.00599999999999,in,24.0,270.0,,True,True,False,6525.884715146413
5920.0,,0.344,-0.75,39.25,21311.86,metal loss,External,17.0,0.058,,,0.87,3.03,03:37:00,Recoat,,0.7,140.72,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.75,2040.72,,,,,,,90.0,6495.854928000001,ft,22.098,in,76.96199999999999,in,17.0,90.0,,True,True,False,6525.890814075643
5920.0,,0.344,-0.75,39.25,21311.86,metal loss,External,14.0,0.048,,,0.35,0.59,04:30:00,Recoat,,0.7,140.72,,MFL-A/XT,,1160.0,65000.0,,1342.0,1475.26,2048.36,,,,,,,120.0,6495.854928000001,ft,8.889999999999999,in,14.985999999999999,in,14.0,120.0,,True,True,False,6525.890814075643
5920.0,,0.344,-0.81,39.19,21311.92,metal loss,External,26.0,0.089,,,0.59,1.5,05:21:00,Recoat,,0.7,140.72,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.96,2042.39,1542.65,2141.93,1543.19,2142.69,0.75,1.85,150.0,6495.873216,ft,14.985999999999999,in,38.099999999999994,in,26.0,150.0,,True,True,False,6525.90911086333
5920.0,,0.344,-0.83,39.18,21311.94,metal loss,External,31.0,0.107,,,0.55,2.44,04:37:00,Recoat,,0.7,140.72,,MFL-A/XT,,1160.0,65000.0,,1342.0,1470.67,2041.98,1542.24,2141.36,1542.95,2142.35,0.75,1.85,120.0,6495.879312,ft,13.97,in,61.97599999999999,in,31.0,120.0,,True,True,False,6525.91520979256
5920.0,,0.344,-0.99,39.01,21312.1,metal loss,External,17.0,0.058,,,0.47,0.98,04:24:00,Recoat,,0.7,140.71,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.23,2046.93,,,,,,,120.0,6495.92808,ft,11.937999999999999,in,24.892,in,17.0,120.0,,True,True,False,6525.964001226396
5920.0,,,,,21312.4,Attachment,,,,,,,,06:00:00,Repair Marker 2012 Dig #12 Recoat,,,140.71,,,,,,,,,,,,,,,,180.0,6496.019520000001,ft,,in,,in,,180.0,,True,False,False,6526.055485164839
5920.0,,,,,21335.81,Attachment,,,,,,,,06:00:00,Repair Marker,,,140.18,,,,,,,,,,,,,,,,180.0,6503.154888000001,ft,,in,,in,,180.0,,True,False,False,6533.194281827982
5920.0,,,,,21336.46,Area Start Composite Wrap,,,,,,,,,Repair Marker @12:00,,,140.16,,,,,,,,,,,,,,,,,6503.353008,ft,,in,,in,,,,False,False,False,6533.39249702794
5920.0,,0.344,-25.86,14.14,21336.97,metal loss,External,24.0,0.083,,,1.18,1.61,06:23:00,Repaired?,,0.7,140.15,,MFL-A/XT,,1160.0,65000.0,,1342.0,1459.26,2026.15,1529.42,2123.57,1530.98,2125.72,0.76,1.83,180.0,6503.5084560000005,ft,29.971999999999998,in,40.894,in,24.0,180.0,,True,True,False,6533.548019723294
5920.0,,0.344,-26.1,13.91,21337.2,cluster,External,35.0,0.12,,,1.92,4.23,06:16:00,Repaired?,,0.7,140.15,,,,1160.0,65000.0,,1342.0,1414.76,1964.35,1475.49,2048.68,1482.5,2058.41,0.79,1.77,180.0,6503.578560000001,ft,48.767999999999994,in,107.44200000000001,in,35.0,180.0,,True,True,False,6533.6181574094335
5920.0,,,,,21337.88,Area End Composite Wrap,,,,,,,,,Repair Marker @12:00,,,140.13,,,,,,,,,,,,,,,,,6503.7858240000005,ft,,in,,in,,,,False,False,False,6533.825521003237
5920.0,,,,,21338.91,Attachment,,,,,,,,06:00:00,Repair Marker,,,140.11,,,,,,,,,,,,,,,,180.0,6504.099768,ft,,in,,in,,180.0,,True,False,False,6534.139615858556
5930.0,40.07,0.344,,,21351.11,GirthWeld,,,,,,,,,,27.0,0.7,139.83,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6507.818328,ft,,in,,in,,,,False,False,False,6537.859962688558
5930.0,,0.344,-16.0,24.07,21367.11,metal loss,External,11.0,0.038,,,1.61,2.21,05:25:00,,,0.7,139.46,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,6512.695128,ft,40.894,in,56.13399999999999,in,11.0,150.0,,True,True,False,6542.739106072167
5930.0,,0.344,-16.56,23.51,21367.67,metal loss,External,15.0,0.052,,,1.93,2.6,06:04:00,,,0.7,139.44,,MFL-A/XT,,1160.0,65000.0,,1342.0,1453.11,2017.6,,,,,,,180.0,6512.8658159999995,ft,49.022,in,66.03999999999999,in,15.0,180.0,,True,True,False,6542.909876090593
5930.0,,0.344,-17.32,22.75,21368.43,metal loss,External,10.0,0.034,,,1.93,1.93,07:03:00,,,0.7,139.42,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,210.0,6513.097464,ft,49.022,in,49.022,in,10.0,210.0,,True,True,False,6543.1416354013145
5930.0,,0.344,-17.77,22.29,21368.88,metal loss,External,11.0,0.038,,,1.14,2.09,06:54:00,,,0.7,139.41,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,6513.234624000001,ft,28.955999999999996,in,53.08599999999999,in,11.0,180.0,,True,True,False,6543.278861308979
5930.0,,0.344,-18.15,21.91,21369.26,metal loss,External,14.0,0.048,,,1.14,0.67,06:34:00,,,0.7,139.4,,MFL-A/XT,,1160.0,65000.0,,1342.0,1467.5,2037.59,,,,,,,180.0,6513.350448,ft,28.955999999999996,in,17.018,in,14.0,180.0,,True,True,False,6543.39474096434
5930.0,,0.344,-18.21,21.86,21369.32,metal loss,External,19.0,0.065,,,1.73,1.81,04:57:00,,,0.7,139.4,,MFL-A/XT,,1160.0,65000.0,,1342.0,1451.09,2014.8,,,,,,,120.0,6513.368736,ft,43.942,in,45.974,in,19.0,120.0,,True,True,False,6543.413037752028
5930.0,,0.344,-18.38,21.68,21369.49,metal loss,External,13.0,0.045,,,1.06,1.97,05:46:00,,,0.7,139.4,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.08,2039.78,,,,,,,150.0,6513.4205520000005,ft,26.924,in,50.038,in,13.0,150.0,,True,True,False,6543.464878650479
5930.0,,0.344,-18.45,21.62,21369.56,cluster,External,28.0,0.096,,,3.19,9.3,05:50:00,,,0.7,139.4,,,,1160.0,65000.0,,1342.0,1383.99,1921.63,1437.24,1995.57,1470.31,2041.49,0.81,1.72,150.0,6513.441888,ft,81.026,in,236.22,in,28.0,150.0,,True,True,False,6543.486224902782
5930.0,,0.344,-18.46,21.61,21369.57,metal loss,External,10.0,0.034,,,0.39,0.59,06:24:00,,,0.7,139.4,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,6513.444936,ft,9.906,in,14.985999999999999,in,10.0,180.0,,True,True,False,6543.489274367396
5930.0,,0.344,-18.88,21.19,21369.99,metal loss,External,14.0,0.048,,,0.59,1.69,06:18:00,,,0.7,139.39,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.62,2046.09,,,,,,,180.0,6513.572952,ft,14.985999999999999,in,42.925999999999995,in,14.0,180.0,,True,True,False,6543.617351881217
5930.0,,0.344,-19.02,21.05,21370.13,cluster,External,18.0,0.062,,,0.82,3.19,06:32:00,,,0.7,139.38,,,,1160.0,65000.0,,1342.0,1469.87,2040.88,,,,,,,180.0,6513.615624000001,ft,20.827999999999996,in,81.026,in,18.0,180.0,,True,True,False,6543.660044385824
5930.0,,0.344,-19.27,20.8,21370.38,metal loss,External,10.0,0.034,,,1.18,5.04,05:02:00,,,0.7,139.38,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,6513.691824,ft,29.971999999999998,in,128.016,in,10.0,150.0,,True,True,False,6543.736281001192
5930.0,,0.344,-19.37,20.7,21370.48,metal loss,External,20.0,0.069,,,1.89,2.21,06:18:00,,,0.7,139.37,,MFL-A/XT,,1160.0,65000.0,,1342.0,1445.34,2006.81,1513.32,2101.21,1515.14,2103.73,0.77,1.81,180.0,6513.722304,ft,48.00599999999999,in,56.13399999999999,in,20.0,180.0,,True,True,False,6543.766775647339
5930.0,,0.344,-20.1,19.96,21371.21,metal loss,External,14.0,0.048,,,1.97,3.58,05:38:00,,,0.7,139.36,,MFL-A/XT,,1160.0,65000.0,,1342.0,1454.15,2019.05,,,,,,,150.0,6513.944808,ft,50.038,in,90.932,in,14.0,150.0,,True,True,False,6543.989386564217
5930.0,,0.344,-31.29,8.77,21382.4,cluster,External,38.0,0.131,,,3.3,8.57,05:55:00,,,0.7,139.17,,,,1160.0,65000.0,,1342.0,1338.49,1858.47,1377.72,1912.93,1408.98,1956.34,0.84,1.65,150.0,6517.355520000001,ft,83.82,in,217.678,in,38.0,150.0,,True,True,False,6547.401737468129
5930.0,,0.344,-31.29,8.77,21382.4,metal loss,External,24.0,0.083,,,1.42,3.23,04:49:00,,,0.7,139.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1452.69,2017.03,1521.84,2113.04,1524.0,2116.04,0.76,1.82,120.0,6517.355520000001,ft,36.068,in,82.042,in,24.0,120.0,,True,True,False,6547.401737468129
5930.0,,0.344,-32.76,7.3,21383.87,metal loss,External,12.0,0.041,,,1.81,1.85,04:38:00,,,0.7,139.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,6517.803576,ft,45.974,in,46.99,in,12.0,120.0,,True,True,False,6547.850008766497
5930.0,,0.344,-33.06,7.01,21384.17,metal loss,External,13.0,0.045,,,0.55,1.02,04:19:00,,,0.7,139.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.18,2046.86,,,,,,,120.0,6517.8950159999995,ft,13.97,in,25.907999999999998,in,13.0,120.0,,True,True,False,6547.941492704939
5930.0,,0.344,-33.27,6.8,21384.38,cluster,External,23.0,0.079,,,3.0,3.44,04:43:00,,,0.7,139.17,,,,1160.0,65000.0,,1342.0,1407.81,1954.71,1467.33,2037.35,1485.78,2062.96,0.79,1.76,120.0,6517.959024000001,ft,76.19999999999999,in,87.37599999999999,in,23.0,120.0,,True,True,False,6548.00553146185
5930.0,,0.344,-33.27,6.79,21384.38,metal loss,External,47.0,0.162,,,1.1,1.22,03:57:00,,,0.7,139.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1440.52,2000.12,1505.16,2089.88,1512.04,2099.43,0.77,1.8,90.0,6517.959024000001,ft,27.94,in,30.987999999999996,in,47.0,90.0,,True,True,False,6548.00553146185
5930.0,,0.344,-33.28,6.78,21384.39,metal loss,External,12.0,0.041,,,0.63,1.89,04:34:00,,,0.7,139.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,6517.962072,ft,16.002,in,48.00599999999999,in,12.0,120.0,,True,True,False,6548.008580926465
5930.0,,0.344,-33.43,6.63,21384.54,metal loss,External,10.0,0.034,,,0.51,0.98,04:25:00,,,0.7,139.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,6518.007792,ft,12.953999999999999,in,24.892,in,10.0,120.0,,True,True,False,6548.054322895686
5930.0,,0.344,-33.47,6.59,21384.58,cluster,External,47.0,0.162,,,5.38,5.45,04:05:00,,,0.7,139.17,,,,1160.0,65000.0,,1342.0,1207.22,1676.19,1198.93,1664.69,1370.96,1903.54,0.97,1.44,120.0,6518.0199840000005,ft,136.652,in,138.43,in,47.0,120.0,,True,True,False,6548.066520754145
5930.0,,0.344,-33.52,6.54,21384.63,metal loss,External,11.0,0.038,,,0.32,0.75,04:24:00,,,0.7,139.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,120.0,6518.035224,ft,8.128,in,19.049999999999997,in,11.0,120.0,,True,True,False,6548.081768077219
5930.0,,0.344,-34.28,5.78,21385.39,metal loss,External,25.0,0.086,,,1.46,1.89,04:40:00,,,0.7,139.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1450.45,2013.92,1519.19,2109.36,1521.73,2112.88,0.76,1.82,120.0,6518.266872,ft,37.083999999999996,in,48.00599999999999,in,25.0,120.0,,True,True,False,6548.31352738794
5930.0,,0.344,-34.58,5.49,21385.69,metal loss,External,14.0,0.048,,,1.5,1.97,04:39:00,,,0.7,139.17,,MFL-A/XT,,1160.0,65000.0,,1342.0,1462.07,2030.04,,,,,,,120.0,6518.358312,ft,38.099999999999994,in,50.038,in,14.0,120.0,,True,True,False,6548.405011326383
5930.0,,,,,21389.35,Area Start Composite Wrap,,,,,,,,,Repair Marker @12:00 2012 Dig #13,,,139.16,,,,,,,,,,,,,,,,,6519.47388,ft,,in,,in,,,,False,False,False,6549.521115375383
5930.0,,,,,21389.52,Attachment,,,,,,,,05:30:00,Repair Marker 2012 Dig #13 Recoat,,,139.16,,,,,,,,,,,,,,,,150.0,6519.525696000001,ft,,in,,in,,150.0,,True,False,False,6549.572956273834
5930.0,,0.344,-39.17,0.89,21390.28,metal loss,External,54.0,0.186,,,1.14,3.64,07:23:00,Repaired?,,0.7,139.16,,MFL-A/XT,,1160.0,65000.0,,1342.0,1429.89,1985.36,1490.39,2069.36,1500.65,2083.61,0.78,1.78,210.0,6519.757344,ft,28.955999999999996,in,92.456,in,54.0,210.0,,True,True,False,6549.804715584555
5930.0,,,,,21391.06,Area End Composite Wrap,,,,,,,,,Repair Marker @12:00 2012 Dig #13,,,139.16,,,,,,,,,,,,,,,,,6519.995088000001,ft,,in,,in,,,,False,False,False,6550.042573824507
5940.0,40.09,0.344,,,21391.18,GirthWeld,,,,,,,,,,5.0,0.7,139.16,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6520.031664,ft,,in,,in,,,,False,False,False,6550.079167399884
5940.0,,0.344,-0.65,39.45,21391.82,cluster,External,45.0,0.155,,,2.11,5.13,08:41:00,Recoat,,0.7,139.16,,,,1160.0,65000.0,,1342.0,1378.11,1913.47,1427.43,1981.95,1501.61,2084.95,0.81,1.71,240.0,6520.2267360000005,ft,53.593999999999994,in,130.302,in,45.0,240.0,,True,True,False,6550.2743331352285
5940.0,,0.344,-0.66,39.43,21391.84,cluster,External,27.0,0.093,,,1.82,3.06,03:21:00,Recoat,,0.7,139.16,,,,1160.0,65000.0,,1342.0,1435.58,1993.27,1501.5,2084.79,1514.44,2102.76,0.77,1.8,90.0,6520.232832000001,ft,46.228,in,77.724,in,27.0,90.0,,True,True,False,6550.280432064458
5940.0,,0.344,-0.72,39.38,21391.89,cluster,External,23.0,0.079,,,1.34,8.59,06:54:00,Recoat,,0.7,139.16,,,,1160.0,65000.0,,1342.0,1455.92,2021.5,1525.61,2118.27,1526.65,2119.71,0.76,1.83,180.0,6520.248072,ft,34.036,in,218.18599999999998,in,23.0,180.0,,True,True,False,6550.295679387531
5940.0,,0.344,-0.77,39.32,21391.95,metal loss,External,13.0,0.045,,,2.09,11.57,04:32:00,Recoat,,0.7,139.16,,MFL-A/XT,,1160.0,65000.0,,1342.0,1454.11,2018.99,,,,,,,120.0,6520.2663600000005,ft,53.08599999999999,in,293.878,in,13.0,120.0,,True,True,False,6550.31397617522
5940.0,,0.344,-0.78,39.31,21391.96,metal loss,External,19.0,0.065,,,0.83,1.38,10:43:00,Recoat,,0.7,139.16,,MFL-A/XT,,1160.0,65000.0,,1342.0,1469.45,2040.3,,,,,,,300.0,6520.269408,ft,21.081999999999997,in,35.05199999999999,in,19.0,300.0,,True,True,False,6550.317025639834
5940.0,,,,,21392.68,Attachment,,,,,,,,06:00:00,Repair Marker 2012 Dig #13 Recoat,,,139.16,,,,,,,,,,,,,,,,180.0,6520.488864000001,ft,,in,,in,,180.0,,True,False,False,6550.536587092098
5950.0,40.07,0.344,,,21431.27,GirthWeld,,,,,,,,,,8.0,0.7,139.29,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6532.251096000001,ft,,in,,in,,,,False,False,False,6562.304471040439
5950.0,,,,,21467.08,Attachment,,,,,,,,06:00:00,Repair Marker,,,139.35,,,,,,,,,,,,,,,,180.0,6543.165984000001,ft,,in,,in,,180.0,,True,False,False,6573.22460382588
5950.0,,0.344,-37.06,3.01,21468.32,cluster,External,26.0,0.089,,,2.33,8.4,06:09:00,Recoat,,0.7,139.35,,,,1160.0,65000.0,,1342.0,1419.74,1971.28,1482.31,2058.14,1502.26,2085.86,0.78,1.77,180.0,6543.543936,ft,59.181999999999995,in,213.35999999999999,in,26.0,180.0,,True,True,False,6573.602737438108
5950.0,,0.344,-37.08,2.99,21468.35,metal loss,External,12.0,0.041,,,0.59,0.98,05:40:00,Recoat,,0.7,139.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,6543.55308,ft,14.985999999999999,in,24.892,in,12.0,150.0,,True,True,False,6573.611885831952
5950.0,,0.344,-37.15,2.92,21468.42,metal loss,External,11.0,0.038,,,0.71,0.59,05:53:00,Recoat,,0.7,139.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,6543.5744159999995,ft,18.034,in,14.985999999999999,in,11.0,150.0,,True,True,False,6573.633232084255
5950.0,,0.344,-37.16,2.9,21468.43,metal loss,External,13.0,0.045,,,0.51,0.63,05:39:00,Recoat,,0.7,139.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,1474.51,2047.32,,,,,,,150.0,6543.577464000001,ft,12.953999999999999,in,16.002,in,13.0,150.0,,True,True,False,6573.636281548871
5950.0,,0.344,-37.31,2.75,21468.58,metal loss,External,13.0,0.045,,,1.61,1.85,05:46:00,Recoat,,0.7,139.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,1461.53,2029.3,,,,,,,150.0,6543.623184000001,ft,40.894,in,46.99,in,13.0,150.0,,True,True,False,6573.682023518093
5950.0,,0.344,-37.32,2.75,21468.59,metal loss,External,12.0,0.041,,,0.43,0.59,06:00:00,Recoat,,0.7,139.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,180.0,6543.6262320000005,ft,10.921999999999999,in,14.985999999999999,in,12.0,180.0,,True,True,False,6573.685072982707
5950.0,,0.344,-37.41,2.66,21468.68,metal loss,External,38.0,0.131,,,1.3,0.79,06:28:00,Recoat,,0.7,139.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,1440.7,2000.38,1506.65,2091.94,1512.26,2099.74,0.77,1.8,180.0,6543.653664,ft,33.019999999999996,in,20.066,in,38.0,180.0,,True,True,False,6573.71251816424
5950.0,,0.344,-37.42,2.65,21468.69,metal loss,External,32.0,0.11,,,1.89,5.35,07:07:00,Recoat,,0.7,139.35,,MFL-A/XT,,1160.0,65000.0,,1342.0,1422.65,1975.31,1485.5,2062.57,1492.68,2072.54,0.78,1.78,210.0,6543.656712,ft,48.00599999999999,in,135.89,in,32.0,210.0,,True,True,False,6573.715567628854
5950.0,,,,,21470.41,Attachment,,,,,,,,06:00:00,Repair Marker,,,139.36,,,,,,,,,,,,,,,,180.0,6544.180968000001,ft,,in,,in,,180.0,,True,False,False,6574.240075542592
5960.0,40.06,0.344,,,21471.34,GirthWeld,,,,,,,,,,,0.7,139.36,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6544.464432000001,ft,,in,,in,,,,False,False,False,6574.523675751765
5970.0,40.08,0.344,,,21511.39,GirthWeld,,,,,,,,,,,0.7,139.41,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6556.671672,ft,,in,,in,,,,False,False,False,6586.736781533861
5980.0,40.03,0.344,,,21551.47,GirthWeld,,,,,,,,,,1.0,0.7,139.88,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6568.888056000001,ft,,in,,in,,,,False,False,False,6598.959035709801
5980.0,,0.344,-0.86,39.17,21552.33,metal loss,External,11.0,0.038,,,0.59,0.67,05:29:00,,,0.7,139.9,,MFL-A/XT,,1160.0,65000.0,,1342.0,,,,,,,,,150.0,6569.150184000001,ft,14.985999999999999,in,17.018,in,11.0,150.0,,True,True,False,6599.221289666671
5990.0,40.05,0.344,,,21591.49,GirthWeld,,,,,,,,,,,0.7,140.41,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6581.086152000001,ft,,in,,in,,,,False,False,False,6611.162993098053
6000.0,40.08,0.344,,,21631.54,GirthWeld,,,,,,,,,,,0.7,140.64,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6593.2933920000005,ft,,in,,in,,,,False,False,False,6623.37609888015
6010.0,39.89,0.344,,,21671.62,GirthWeld,,,,,,,,,,1.0,0.7,140.86,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6605.509776,ft,,in,,in,,,,False,False,False,6635.59835305609
6010.0,,0.344,-38.67,1.22,21710.28,metal loss,External,16.0,0.055,,,0.55,1.3,05:26:00,,,0.7,136.01,,MFL-A/XT,,1160.0,65000.0,,1342.0,1473.66,2046.14,,,,,,,150.0,6617.293344,ft,13.97,in,33.019999999999996,in,16.0,150.0,,True,True,False,6647.387583256735
6020.0,32.88,0.344,,,21711.5,GirthWeld,,,,,,,,,,,0.7,135.76,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6617.6652,ft,,in,,in,,,,False,False,False,6647.759617939735
6030.0,9.71,0.344,,,21744.38,GirthWeld,,,,,,,,,,,0.7,128.27,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6627.687024000001,ft,,in,,in,,,,False,False,False,6657.786257593052
6040.0,40.06,0.344,,,21754.09,GirthWeld,,,,,,,,,,,0.7,125.73,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6630.646632,ft,,in,,in,,,,False,False,False,6660.747287733979
6050.0,40.15,0.344,,,21794.15,GirthWeld,,,,,,,,,,,0.7,115.3,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6642.856920000001,ft,,in,,in,,,,False,False,False,6672.963442980691
6060.0,40.1,0.344,,,21834.3,GirthWeld,,,,,,,,,,3.0,0.7,107.78,,,,1160.0,65000.0,,1342.0,,,,,,,,,,6655.09464,ft,,in,,in,,,,False,False,False,6685.207043408934
